id,idx,name,mass,nametype,recclass,reclat,reclong,year,fall,googleCount,bingCount,youtubeCount,twitterCount,flickrCount,text
17400,12391,"La Banderia",54.3,"Valid","LL5",24.35,-102.16667,1986,"Found",4,0,0,0,0,"La Banderia
Zacatecas, Mexico
Found 1986
Stone. Ordinary chondrite (LL5)
A stone of 54.3 g was found in the open desert near the
village La Banderia. Classification, R. Whitlock, analysis, olivine Fa31.8,
highly shocked (shock facies e), James C. Clark, both at Center for Meteorite
Studies, Arizona State University, Tempe, AZ 85281, USA, where also the main
mass is located.
"
17401,12393,"La Caille",626000,"Valid","Iron, ungrouped",43.73333,6.78333,1828,"Found",6,4,0,0,0,""
17402,51052,"La Ciénega",7632,"Valid","H6",30.20186,-111.93587,2007,"Found",4,0,0,0,0,"La Ciénega        30°12’06.70N, 111°56’09.14W
Sonora, MexicoFound: 2007 June
Classification: H6
History:  In 2007, Greg Bruce found a meteorite while prospecting for gold nuggets. The stone was partially buried in a dry wash near the abandoned mining community of La Ciénega in Sonora, Mexico. A thorough search with metal detectors of the surrounding area produced a second complete stone and six fragments.
Physical characteristics:  The main mass is a regmaglypted stone with remnant fusion crust and a broken edge, weighing 6644 grams. The second stone weighd 490.6 g, and the remaining fragments total 497.8 g, for a total mass of 7632 g.
"
17403,12397,"La Escondida",8.199999999999999,"Valid","H5",24.34167,-102.075,1979,"Found",0,0,0,0,0,"DISCOVERY
OF THE LA ESCONDIDA, MEXICO, STONY METEORITE
Name: LA
ESCONDIDA
Place of
find: About 14 km NNE. of the village of Nuevo
Mercurio, Zacatecas, Mexico, near an abandoned ranch house.
 24°20'30""N.,
102°04'30""W.
Date of find: March,
1979.
Class and
type: Stone. Olivine-bronzite+chondrite (H5).
Olivine Fa17, pyroxene Fs14.
Number of
individual
 specimens: 1
Total weight: 8.2
g.
Circumstances
of find: Collected by Prof. R. Trevino while searching for specimens
of the Nuevo Mercurio fall. More weathered and petrographically distinct from
Nuevo Mercurio.
Source: Dr.
E.A. King, Department of Geology, University of Houston, Houston, Texas 77004,
USA.
"
17404,12398,"La Esmeralda",483,"Valid","L6",27.06667,-103.43333,1999,"Found",0,0,0,0,0,"La Esmeralda 
Coahuila , Mexico 
Found 1999 June or July 
Ordinary chondrite (L6) 
A
483 g stone was found by a rancher and recognized as a meteorite by Padre Jaime
Lienert.  Classification and mineralogy (A. Rubin, UCLA):  olivine, Fa25.1±0.4;
shock stage, S2; weathering grade, W4.  Specimens:  main mass, John and
Marcella Hopkins, 1765 Soledad Way, San
Diego, California 92109, USA; type specimen, 16 g, U CLA. 
"
17405,12399,"La Grange",50800,"Valid","Iron, IVA",38.4,-85.36667,1860,"Found",17,3,0,0,0,""
17406,12400,"La Lande",30000,"Valid","L5",34.45,-104.13333,1933,"Found",8,0,0,0,0,""
17407,48962,"La Luz",4798,"Valid","H4",33.00383,-105.85083,2005,"Found",53,0,0,0,0,""
17408,12401,"La Porte",14540,"Valid","Iron, IIIAB",41.6,-86.71666999999999,1900,"Found",7910,10,0,0,0,""
17409,12402,"La Primitiva",27400,"Valid","Iron, IIG",-19.91667,-69.81667,1888,"Found",8,0,0,0,0,""
17410,12404,"La Serena",663,"Valid","Iron, IAB-MG","","",1990,"Found",2,0,0,0,0,"La Serena
Chile
Recognized
before 1990
Iron,
medium octahedrite (IIICD)
A 663 g iron meteorite was
found in the mineral collection of Antonio Alphonso when this was purchased by LSC.
Classification and description (J. T. Wasson, UCLA; see Wasson and Canut
de Bon, 1997):  band width 0.9 mm; meteorite appears sand-blasted and may have
originated in the Atacama desert; composition differs from other IIICD iron
meteorites (Ni = 7.62%, Ga = 70.5 ppm, Ge = 204 ppm, Ir = 0.548 ppm, Au = 1.665
ppm).  Specimens:  main mass, LSC; type specimen, UCLA.
"
17411,12405,"La Villa",19800,"Valid","H4",26.27167,-97.90167,1956,"Found",2,0,0,0,0,"Name: LA
VILLA.
The place
of discovery: Latitudc 26° 16.3' N., Longitude 97° 54.1'W, 2.3 miles
south-east of La Villa, Hidalgo County, Texas, USA.
Date of discovery:
FOUND, April, 1956, identified March 1957.
Class and
type: STONE, Chondrite.
The number
of separate specimens: 1.
Total weight:
43.5 pounds (19.8 kilograms).
The circunstenoes
of the discovery: The meteorite was found in the course of farm work by a
Mexican, Alfonso Robles, probably in early April 1956. It was carried to the
end of the row and thrown out, but later recognized, apparently partly thru its
weight, by Mr. Elmo Wade, the farm manager. He took it to his house. The stone
is quite old and weathered. One side has a definite though not thick deposit of
limestone. It is rounded and ellipsoidal in shape, with no outstanding features
or pittings. The original crust is hardly evident, only oxidation. There is one
fairly plane surface, indicating that the meteorite possibly broke along this
side and that a somewhat smaller piece should be in the region.
The main mass
of the meteorite is in the Pan American College at Edinburg, Texas, USA.
Source:
A letter written by Oscar E. Monnig to E.P. Henderson dated May 11, 1957, and 2.
A letter written by E.P. Henderson to E.L. Krinov dated August 1, 1957.
"
17412,12406,"La Yesera",205,"Valid","H6",-23.2705,-70.483,2003,"Found",0,0,0,0,0,""
17416,12409,"Lac Dodon",800,"Valid","Iron, IAB complex",45.95,-73.91667,1993,"Found",721,3,0,0,0,"Lac Dodon
Montcalm County, Quebec, Canada
Found 1993, summer
Iron (coarse octahedrite,
bandwidth 1.34 mm, IAB)
An iron of 800 g was found by Roland Octernaud of Montreal
while walking on his rural property in the company of a geologist friend, who
suggested that the object was a meteorite. Analysis: 8.64% Ni; 71 ppm Ga; 377
ppm Ge; 3.30 ppm Ir; Eric Hoffman, Acivation Laboratories Ltd., Ancaster,
Ontario, Canada. A purchase of the main mass is under negotiation by Richard
Herd, Curator, National Meteorite Collection, Geological Survey of Canada, 601
Booth Street Ottawa, Ontario K1A OE8, Canada. Classification and information:
Stephen A. Kissin, Department of Geology, Lakehead University, Thunder Bay,
Ontario P7B 5E1, Canada.
"
17417,12410,"Ladder Creek",35100,"Valid","L6",38.61667,-101.63333,1937,"Found",4,0,0,0,0,""
17418,12412,"Lafayette (stone)",800,"Valid","Martian (nakhlite)",40.41667,-86.88333,1931,"Found",125,1,0,0,0,""
17419,32764,"Lago Valscura",200,"Valid","H5",44.19167,7.20028,1995,"Found",101,2,0,0,0,""
17420,12413,"Laguna Manantiales",92000,"Valid","Iron",-48.58333,-67.41667,1945,"Found",11900,10,0,1,3,"LAGUNA
MANANTIALES, Deseado department, Santa Cruz Province; (φ = 48°35'S, λ = 67°25'W).
Found, 1945.
Iron,
(undescribed).
1 specimen,
weight 92 kg.
The meteorite
was found by a rancher in a field. It is reserved by his owner. 
Source: List
and data on new Argentine meteorites not included in the Prior Hey catalogue,
1953, compiled by Dr. L. O. Giacomelli and sent to E. L. Krinov in letter of
May 3, 1962.
"
17421,12414,"Lahmada",7360,"Valid","H6",27.16667,-9.5,1998,"Found",1023,0,0,0,0,"Lahmada
Western Sahara 
Found 1998 
Ordinary chondrite
(H6) 
Many fragments of a chondrite totaling
7.36 kg were found in the Lahmada region near the town of Zag. The three
largest pieces fit together forming a mass of 3.08 kg. Classification and
mineralogy (A. Bischoff and D. Weber, Mün): breccia containing shock veins;
olivine Fa20.4, pyroxene Fs18.3; shock stage, S3;
weathering grade, W3. Specimens: main mass, 7.34 kg, JNMC; type
specimen, Mün. 
"
17439,12432,"Lahoma",21800,"Valid","L5",36.38333,-98.08333,1963,"Found",6,2,0,0,0,"Lahoma
Major County,
Oklahoma, USA 
Found 1963 
Ordinary chondrite
(L5) 
A 21.8 kg stone was found west of the
town of Lahoma by a farmer while plowing his field. He believed it was a
meteorite and kept the stone in his front yard for 35 years. Description and
classification 
(A. Rubin, UCLA):
olivine, Fa25.3; shock stage, S4; weathering grade, W1; oriented
stone; contains black shock veins and many dark inclusions. Specimens: main
mass, ARN; type specimen, 20 g, UCLA. 
"
17440,12436,"Lake Bonney",2750,"Valid","L6",-37.75,140.3,1961,"Found",8,1,0,0,0,""
17441,12437,"Lake Brown",23400,"Valid","L6",-31,118.5,1919,"Found",1022,0,0,0,0,"LAKE MOORE, Western Australia; φ = 29°51'S, λ
= 117°33'E. 
FOUND before 1959, 13.6 kg.
"
17442,55549,"Lake Carnegie",12.1,"Valid","Eucrite-cm",-26.21667,122.5,1992,"Found",1018,0,0,0,0,"Lake Carnegie        26°13’S, 122°30’E
Western Australia, AustraliaFound: Feb 1992
Classification: HED achondrite (Eucrite, cumulate)
History: A single small stone was found on the shores of Lake Carnegie by a local resident and brought to the WAM by the late A. J. Carlisle.
Physical characteristics: The freshly crusted stone weighs 12.1 g and is unweathered.
Petrography: (A. W. R. Bevan, WAM, and T. Kennedy, UWA) The meteorite is an unbrecciated, coarse-grained, eucrite with cumulate texture. It is predominantly comprised of pyroxene and anorthitic plagioclase feldspar with minor minerals including ilmenite, chromite and very minor Fe-Ni metal and troilite.
Geochemistry: (T. Kennedy, UWA) Pyroxene, Fs29.4-61.1Wo4.7-41.7; plagioclase, An91.3-96.8Ab3.13-8.09Or0-0.54.
Classification: Achondrite (Eucrite-cm)
Specimens: Main mass and two thin sections at WAM.
"
17443,12438,"Lake Frome",32.5,"Valid","H5",-30.71061,140.15142,1992,"Found",0,0,0,0,0,"Lake Frome 001-005   30°42'38.2""S, 140°09'5.1""E 
South Australia, Australia
Found 1992
Five stones were found within a distance of <3 km, the
coordinates given are those of Lake Frome 001. Table 5 lists the meteorites;
data from Charles F. Lewis, Center for Meteorite Studies, Arizona State University, Tempe, Arizona 85287, USA, and Frank Wlotzka, Max-Planck-Institut fur Chemie,
D-55122 Mainz, Germany. Information and main masses: Blaine Reed, 907 County
Road 207 #17, Durango, Colorado 81301, USA."
17448,12443,"Lake Grace",10500,"Valid","L6",-33.06667,118.21667,1956,"Found",0,0,0,0,0,""
17449,12444,"Lake Labyrinth",25850,"Valid","LL6",-30.53333,134.75,1924,"Found",18,0,0,0,0,""
17450,12445,"Lake Machattie",2600,"Valid","H5",-24.83333,139.8,1988,"Found",1013,0,0,0,0,"Lake Machattie
Near Lake Machattie, Queensland, Australia 
Found May 1988
Stone. Ordinary chondrite (H5).
A single, weathered mass weighing 2.6 kg was found at the
side of a road. Classification, olivine Fa18.8, T. J. McCoy, University of New
Mexico, Albuquerque, New Mexico, pers. comm., 1989. Main mass now at Tucson, R. A. Haag Collection.
"
17451,12446,"Lake Murray",270000,"Valid","Iron, IIAB",34.1,-97,1933,"Found",3120,35,0,0,0,"LAKE MURRAY, Oklahoma, U. S. A. Iron.
Literature: 1.
Meteoritics, 1953, v1, No. 1, pp. 109-113 /MA-12-359/.
"
17452,12447,"Lake Torrens",906,"Valid","L6",-31.03333,138.2,1989,"Found",2,0,0,0,0,"Lake Torrens
South Australia, Australia 
Found 1989
Stone. Ordinary chondrite (L6)
Two stones of 866 g and 40 g were found. Information and
main mass, R. Bühler, Swiss Meteorite Laboratory, Kreuzackerstrasse 16a,
CH-5012 Schonenwerd, Switzerland. Olivine Fa24.9, analysis and thin sections,
J. Otto, Mineralogisch-Petrographisches Institut, Universitat Freiburg, D-7800
Freiburg, W-Germany.
"
17453,12448,"Laketon",3600,"Valid","L6",35.56667,-100.66667,1937,"Found",0,0,0,0,0,""
17454,12449,"Lakeview",1238,"Valid","H4",34.53333,-101.7,1970,"Found",2,0,0,0,0,"DISCOVERY
OF THE LAKEVIEW, USA, STONY METEORITE
Name: LAKEVIEW
Place of
find: Near Lakeview, Swisher County, Texas,
USA. 
 34°32'N.,
101°42'W.
Date of find: 1970
Class and
type: Stone. Olivine-bronzite chondrite (H4).
Olivine Fa19 6. 
Number of
individual
 specimens: 1
Total weight: 1238
g
Circumstances
of find: Found by W. Bice at the edge of a field on open
farmland.
Source: P.
Sipiera, William Rainey Harper College, Palatine, Illinois, USA.
"
17455,12450,"Lakewood",46500,"Valid","L6",32.62972,-104.35,1955,"Found",4,0,0,0,0,"LAKEWOOD, Eddy County, New Mexico; φ = 32°37' 47"" N, λ
= 104°21' W. 
FOUND, 1955;
brought to scientific attention 1966.
STONY, chondrite.
Number of individual specimens: 1.
Total weight: 46.5 kg.
Circumstances of fall or discovery: One badly weathered specimen was struck by the blade of a bulldozer at a depth of about 0.8 meter when the land was being leveled to make irrigation possible. The specimen was broken into many pieces by the bulldozer blade. The pieces lay elevan years by the field gate. Possibly as much as 20
kg. of fragments were carried away during this time by persons visiting,the farm. The original specimen may have weighed as much as 65 kg.
"
17456,12452,"Lamesa",16900,"Valid","Iron, IAB-sLM",32.88333,-101.88333,1981,"Found",5,2,0,0,0,"DISCOVERY
OF THE LAMESA, USA, IRON METEORITE
Name: LAMESA
Place of
find: 16 km north and 3 km east of Lamesa,
Dawson County, Texas, USA.
 32°53'N.,
101°53'W.
Date of find: 1981
Class and
type: Iron. Octahedrite, fine, with large troilite
inclusions.
Number of
individual
 specimens: 1
Total weight: 16.9
kg
Circumstances
of find: Not reported.
Source: E.A.
King, Department of Geology, University of Houston, Texas 77004, USA.
"
17457,12453,"Lamont",38690,"Valid","Mesosiderite",38.07778,-96.02639000000001,1940,"Found",10,1,0,0,0,"Lamont
Greenwood County, Kansas, USA
Found 1940s 
Mesosiderite 
A 38.69 kg meteorite was found among stones in a fence row.
Mineralogy and classification (A. Rubin and J. Wasson, UCLA):  olivine,
Fa28; low-Ca pyroxene, Fs21–39Wo1.1–4.4;
pigeonite, Fs32–39Wo7–11; plagioclase, Ab7.3Or0.37;
subgroup 3 mesosiderite.  Specimens:  Haag and Killgore, split 18
kg; SI, ~7 kg; UCLA, ~5 kg; FMNH, ~4 kg; S. Shumer, ~900
g.
"
17458,12454,"Lancaster County",13000,"Valid","Iron",40.66667,-96.75,1903,"Found",1022,0,0,0,0,""
17459,12457,"Landes",69800,"Valid","Iron, IAB-MG",38.9,-79.18333,1930,"Found",413,13,0,0,0,"DISCOVERY OF THE LANDES, WEST VIRGINIA, METEORITE
Name: LANDES
Place of find: Landes, Grant County, West Viginia.
38°
54'N, 79° 11'W.
Date of find: About 1930, recognized as a meteorite in 1968.
Class and type: Iron. Silicate-bearing octahedrite.
Number of individual specimens: 1
Total weight: 69.8 kg
Circumstances of find: The specimen was plowed up in a hillside cornfield one mile east of the Landes Post Office about 35 to 40 years prior to being called to the attention of Glenn I Huss in 1968. During most of this period it lay under the eaves of a barn where water dripped on it without apparent damage to the specimen.
Sources:
T. E. Bunch, Klaus Keil and Glenn I. Huss (1972) The Landes Meteorite. Meteoritics 7, 31-38.
"
17460,12458,"Landor",9000,"Valid","Iron",-25.66667,117,1931,"Found",2,0,0,0,0,""
17461,12459,"Landreth Draw","","Valid","H5",37.25,-98.13333,1955,"Found",0,0,0,0,0,"Landreth
Draw 
Ector County , Texas, USA 
Found 1955 
Ordinary chondrite (H5) 
A large meteorite was found by Paul
G. Rhoades while he was hunting doves on the K-(Kar Bar) Ranch.  A piece ~ 50 cm in diameter and ~ 8 cm thick was kept in the ranch
house yard, and a larger piece may also have existed.  In 1965, a piece was
sent to Dr. R. H. Horton of Washington State University, who then sent a piece
to the SI .  Classification and mineralogy (T. McCoy, SI ):  olivine, Fa18.5±0.3; pyroxene, Fs16.3±0.1Wo1.4±0.4;
shock stage, S2; weathering grade, W2.  Specimens:  630.5 g, SI ; location of main mass(es) unknown. 
"
17462,12462,"Langwies",16.5,"Valid","H6",46.81667,9.716670000000001,1985,"Found",8,2,0,0,0,"DISCOVERY
OF THE LANGWIES, SWITZERLAND, STONY METEORITE
Name: LANGWIES
Place of
find: 500 meters south of the village of Langwies, canton Graubunden, Switzerland.
 46°49'N.,
9°43'E.
Date of find: 19
May, 1985
Class and
type: Stone. Olivine-bronzite chondrite (H6).
Olivine Fa18_6. 
Number of
individual
 specimens: 1
Total weight: 16.5
g
Circumstances
of find: Found in a glacial moraine by W Zeitschel. The specimen
is partly crusted and weathered.
Source: N.
and W Zeitschel, P.O. Box 2340, D-6450 Hanau 1, West Germany.
"
17463,12463,"Lanton",13780,"Valid","Iron, IIIAB",36.53333,-91.8,1932,"Found",9,3,0,0,0,""
17464,12467,"LaPaz Icefield",4013.1,"Valid","LL5","","",2002,"Found",4,0,0,0,0,""
19014,32735,"Larkman Nunatak",1164.8,"Valid","Ureilite-an","","",2003,"Found",4,0,0,0,0,"


 
 Sample No.:
 LAR 04315
 
 
 	Location:
		Larkman Nunatak
 
 
 	Field No.:
		15558
 
 
 	Dimensions (cm):  
 	12.5x7.0x5.0 
 
 
 	Weight (g):
 	1164.8
 
 
 	Meteorite Type:
 	Ureilite (Anomalous)
 
     



	
		
		
		
	
	
		
		
		
	



   



Macroscopic Description: Kathleen McBride
Dark brown/black patchy fusion crust covers 65% of the exterior. Exposed interior is dark in color with lighter inclusions. The interior is dark, ultramafic with a few light inclusions. This hard meteorite is rusty and has a coarse grained texture. Weathering is more extensive near the exterior.


Thin Section (,7) Description: Tim McCoy
The section consists of an aggregate of large olivine and pyroxene grains up to 2 mm across. Olivine grains are rimmed by carbon-rich material containing traces of metal. While these metal-bearing rims appear to define individual olivine crystals, those crystals exhibit subdomains a few hundred microns across in transmitted light and no reduction is observed between the subdomains. Olivine has cores of Fa19, with rims reduced to Fa2. Metal and sulfide form veins between the olivines, with metal often forming rounded blebs within the sulfide. The pyroxene grains are dominantly pigeonite (Fs7-9Wo7-9) and exhibit a wormy texture with elongate and irregular voids (graphite-filled?), and inclusions of metal and sulfide (sometimes associated with the voids). Within the pigeonites, but distinct from the voids, are found inclusions of subcalcic augite (Fs7-9Wo24-28) and, in association, an apparently non-stoichiometric phase highly enriched in SiO2, and contains Al2O3. The meteorite is an anomalous ureilite.

Oxygen isotope analysis - J. Farquhar: δ18O = 7.2 per mil; Δ17O = -0.8 per mil




	
		
	
	
		
	
	
		
	
	
		
	
	
		
	


	
		LAR 04315  Cross-Polarized Light
	
	
		LAR 04315  Reflected Light
	
	
		LAR 04315  Cross-Polarized Light
	
	
		LAR 04315  Reflected Light
	
	
		LAR 04315  Cross-Polarized Light
	


"
19714,50998,"Larned",28100,"Valid","Aubrite-an",38.1995,-99.16200000000001,1977,"Found",4,0,0,0,0,"Larned        38º 11.97’ N, 99º 9.72’ WKansas, United StatesFind: 1977 Achondrite (aubrite, anomalous) History: Found by an anonymous landowner on his
 farm in 1977, about 1 mile north and 4 miles west of
 Larned, Kansas. The mass was brought to the Big Well
 in Greensburg, Kansas in April 2007 and purchased by
 Dr. Donald Stimpson. Physical characteristics: A single mass weighing 28.1 kg
 surrounded by grayish to brownish, shaley weathering
 rind. The interior is mostly gray with metal visible in
 places, and it is transected by anastomosing, thin, dark
 brown veinlets. Petrography: (A. Irving and S. Kuehner, UWS; T.
 Bunch and J. Wittke, NAU): Polymict breccia
 composed mostly of large metal-poor clasts, but with
 locally abundant metal in the matrix. The major phase
 is near-pure enstatite (up to 1.2 cm, many exhibiting
 abundant fractures, mosaicism, and planar deformation
 features), with accessory diopside, schreibersite, sodic
 plagioclase glass, silica, Cr-bearing troilite, daubreelite,
 niningerite, Si-bearing kamacite, and rare taenite. One
 1.4 x 1.0 mm clast is a websterite composed of 52 vol%
 enstatite, 40 vol% diopside, and 8 vol% schreibersite
 and sulfides (including an iron sulfide phase
 compositionally similar to greigite). Silica exhibits
 ballen structures and occurs as inclusions in enstatite
 and is locally abundant in the matrix. Secondary veinlets are composed of a hydrous iron silicate
 compositionally similar to greenalite. Geochemistry: Enstatite (Fs0.1–0.2Wo0.4–1.1), diopside
 (Fs0.2Wo47), plagioclase glass (~Ab79Or21), kamacite (Si
 1.35–2.2 wt%, Ni 5.9–6.6 wt%), taenite (Si 1.1 wt%, Ni
 12.6 wt%). Classification: Achondrite (aubrite, anomalous). This
 large specimen contains more metal and more silica
 polymorph than most aubrites, and has experienced a
 high degree of shock (producing fractured enstatite,
 ballen silica and feldspathic glass). Specimens: A total of 190 g of sample and two polished
 thin sections are on deposit at UWS. The main mass is held
 by DStimpson.
"
19715,12733,"Las Colonas",148,"Valid","Howardite",22.58333,-101.98333,1994,"Found",0,0,0,0,0,"Las
Colonas
Zacatecas, Mexico 
Found 1994 November
25 
Achondrite
(howardite) 
A 148 g oriented
stone was found by Scott Williams in a corn field.  Mineralogy and
classification (D. Kring, UAz): a breccia dominated by
orthopyroxene-rich (diogenitic) material but also containing a few
medium-grained pyroxene- and plagioclase-rich (eucritic) clasts; orthopyroxene,
Fe/(Fe + Mg) = 0.25 mol%, FeO/MgO = 0.27 g/g; bulk rare earth element abundance
2–3´ chondrites. Specimens: main mass
with finder; type specimen, 11 g plus two thin sections, UAz. 
"
19716,55759,"Las Cruces",528,"Valid","Iron, IIIAB",-23.38316,-70.58605,2001,"Found",2,0,0,0,0,"Las Cruces        23°22’59.36""S, 70°35’9.77""W
Antofagasta, ChileFound: 2001
Classification: Iron, IIIAB
History: A mass of 528 g was found by Jim Labenne in a place named Las Cruces, 16 km east of the Antofagasta Airport.
Physical characteristics: The mass has the average dimension of 100 × 50 × 30 mm. The top is covered by pockmarks, with small wide pits with sharp ridges characteristic of irons from the Atacama Desert.  On the top one large depression clearly indicates the former location of a large troilite nodule.
Petrography: Small section 30 × 25 mm examined. Medium octahedrite with bandwidth 0.8 mm. Few inclusions. No FeS recognized. Small schreibersites inside kamacite bands near band intersections, two larger (1-3 mm) outside kamacite. Little weathering but no heat altered zone recognized.
Geochemistry: Composition: 5.32  mg/g Co, 91.5 mg/g Ni,  20.6 μg/g Ga,  <50 μg/g Ge,  12.5 μg/g As, 0.177 μg/g Ir, and 1.459 μg/g Au.  Based on the composition and structure, the iron belongs to group IIIAB.  Las Cruces is resolved from Los Reyes (Ir = 0.128 μg/g) in terms of Ir but cannot be compositionally resolved from the observed fall Juromenha.
Classification: Iron IIIAB.
"
19717,12734,"Las Salinas",3515,"Valid","Iron, IIIAB",-23,-69.5,1905,"Found",0,0,0,0,0,""
19718,12735,"Lasher Creek",639.5,"Valid","Iron",42.83333,-74.5,1948,"Found",3,0,0,0,0,""
19719,12736,"Latham","","Valid","L6",-29.75,116.43333,1977,"Found",0,0,0,0,0,"Latham
Western Australia, Australia 
Found before 1977 July 
Ordinary chondrite (L6)
An individual of unknown weight was found by T. Reid in the
vicinity of Latham. Information, classification and analysis, olivine Fa4.3
[sic], pyroxene Fs20.4, A. W. R. Bevan, Western Australian Museum, Perth,
Western Australia. Main mass in possession of finder; a chip of 1.1 g and a
"
19720,53492,"Laughlin",10,"Valid","H5",35.16867,-114.455,2008,"Found",4,0,0,0,0,""
19721,12737,"Laundry East",43.1,"Valid","H3.7",-31.53333,127.1,1967,"Found",2,0,0,0,0,"DISCOVERY OF THE LAUNDRY EAST, AUSTRALIA, STONY METEORITE
Name: LAUNDRY EAST
Place of find: Seven miles E of Laundry Rockhole, which is 25 miles N of Madura on the road to Loongana station on the Trans-Australian Railway, Western Australia.
31°31'S, 127°08'E.
Date of find: March, 1967
Class and type: Stone. Olivine-bronzite chondrite (H4).
Number of individual specimens: 1
Total weight: 43.1 g
Circumstances of find: Found by A.J. Carlisle, Kalgoorlie, Western Australia.
Source: G.J.H. McCall and W.H. Cleverly. 1970. A review of meteorite finds on the Nullarbor Plain, Western Australia, including a description of thirteen new finds of stony meteorites. Journal of the Royal Society of Western Australia 53, 69-80.
"
19722,12738,"Laundry Rockhole",1443,"Valid","H5",-31.53333,127.01667,1967,"Found",0,0,0,0,0,"DISCOVERY OF THE LAUNDRY ROCKHOLE, AUSTRALIA, STONY METEORITE
Name: LAUNDRY ROCKHOLE
Place of find: Near the roadside at the SE corner of the enclosure fence surrounding Laundry Rockhole, 25 miles N of Madura on the road to Loongana
station on the Trans-Australian Railway, Western Australia.
31°32'S, 127°01'E.
Date of find: June, 1967
Class and type: Stone. Olivine-bronzite chondrite (H5).
Number of individual specimens: 32
Total weight: 1.44 kg
Circumstances of find: Found by M.K. Quartermaine, Kalgoorlie School of Mines, Kalgoorlie, Western Australia.
Source: G.J.H. McCall and W.H. Cleverly. 1970. A review of meteorite finds on the Nullarbor Plain, Western Australia, including a description of thirteen new finds of stony meteorites. Journal of the Royal Society of Western Australia 53, 69-80.
"
19723,12739,"Laundry West",4002,"Valid","L4",-31.46667,126.93333,1967,"Found",2,0,0,0,0,"DISCOVERY OF THE LAUNDRY WEST, AUSTRALIA, STONY METEORITE
Name: LAUNDRY WEST
Place of find: Six miles NW of Laundry Rockhole, which is 25 miles N of Madura on the road to Loongana station on the Trans-Australian Railway, Western Australia.
31°28'S, 126°56'E.
Date of find: March, 1967
Class and type: Stone. Olivine-hypersthene chondrite (L5).
Number of individual specimens: 5
Total weight: 201.9 g
Circumstances of find: Found by M. and A.J. Carlisle, Kalgoorlie, Western Australia.
Source: G.J.H. McCall and W.H. Cleverly. 1970. A review of meteorite finds on the Nullarbor Plain, Western Australia, including a description of thirteen new finds of stony meteorites. Journal of the Royal Society of Western Australia 53, 69-80.
"
19724,12741,"Laurens County",2150,"Valid","Iron, ungrouped",34.5,-82.03333000000001,1857,"Found",63,0,0,0,0,""
19725,52092,"Lavras do Sul",1000,"Valid","L5",-30.8,-53.9,1985,"Found",7,3,0,0,0,"Lavras do Sul        30°48’S, 53°54’W
Rio Grande do Sul, BrazilFound: 1985
Classification: Ordinary chondrite (L5)
History: A single mass weighing ~1 kg was found in a pebbly streambed near the town of Lavras do Sul by Prof. Picada of the Geosciences Institute, UFRGS. He gave it to his colleague Dr. Ary Roisemberg. Geologist Heinrich Frank contacted Dr. Hardy Grunewaldt after seeing the specimen in one of Dr. Roisemberg’s lectures
Physical characteristics: The 10 x 5 x 6 cm stone is completely fusion crust-covered . The interior shows brown spots due to weathering. The sample investigated in MNRJ is 67 g.
Petrography: (M.E.Zucolotto, MNRJ; L.L. Antonello, CBPF) The meteorite shows a few well-defined chondrules and fragments dispersed in a recrystallized matrix. The best-preserved chondrules are RP and BO. The chondrule sizes vary, mostly between 0.5 to 2.0 mm. Opaque phases are kamacite, taenite, troilite and tetratenite. The latter is observed as a thin layer that borders taenite and plessite. Kamacite is mostly polycrystalline and in some cases the plessite shows pearlitic structure bordered by tetrataenite. Sulfides are abundant and are mainly present as single grains. In places small plagioclase grains (partially isotropic) are observed. Some oxide veins as well as iddingsite penetrate along olivine fractures. Minor oxide is present around some metal grains. Melt pockets are scarce and small. Olivine grains have rims with planar fractures but clean cores, in which weakly mosaic and/or undulatory extinction is observed.
Geochemistry: (M.E.Varela, ICATE; R. Scorzelli, CBPF) Mean compositions are olivine (Fa25) and low-Ca pyroxene (Fs22.6).
Classification: Ordinary chondrite (L5); S3-4; weathering W1
Specimens: 57 g plus three thin sections are on deposit in MNRJ. Main mass with Dr. A. Roisemberg, UFRGS.
"
19726,12744,"Lawrence",515,"Valid","L6",38.96667,-95.16667,1928,"Found",37,3,0,0,0,""
19727,12745,"Lazarev",10000,"Valid","Iron, ungrouped",-71.95,11.5,1961,"Found",64,8,0,0,0,"DISCOVERY OF
LAZAREV IRON METEORITE. ANTARCTIDA 
Name: LAZAREV.
The place
of fall or discovery: South of Lazarev station (USSR) on the southern spurs
of Humboldt Mts, Antarctida: φ = 11°30' N Long.; λ =71°57' S. Lat.
Date of
fall or discovery: FOUND, January 21, 1961. 
Class and
type: IRON.
The number
of individual specimens: 1.
Total weight:
approximately 10 kg; sizes 15 x 10 cm.
The
circumstances of the fall or discovery: found by Prof. M.G. Ra­vich and
B.I. Revnov, Soviet geologists, at an altitude of 3000 m above sea level. The meteo­rite,
which on falling split in to two frag­ments weighing about 8 and 2 kg lying next
to each other, was found on the surface of broken stone and sand talus together
with fragments of local rocks in the foothills of nunatak at a distance of 35
to 40 m from the fringe of the glacial sheet.
Sources:
Radiogram from the MS ""Ob ""' received at the Com­mittee on Meteorites
of the USSR Academy of Sci­ences along with a letter from E. Tolstikov, As­sistant
Chief of the Central Administration of the Northern Sea Route, dated March 6,
1961.
"
